bigram	frequency	relative frequency	mutual information
previous night	2.0	3.365756790414325e-05	0.00039346344346472483
said about	2.0	3.365756790414325e-05	5.58813801571302e-05
door to	2.0	3.365756790414325e-05	0.000193562642350223
the rough	2.0	3.365756790414325e-05	-0.00023287302873010673
tomorrow will	2.0	3.365756790414325e-05	0.0003438545044073921
a kind	2.0	3.365756790414325e-05	-0.0001319450890975604
his fear	2.0	3.365756790414325e-05	-8.109806906939131e-05
reached down	2.0	3.365756790414325e-05	0.0003438545044073921
nephews she	2.0	3.365756790414325e-05	0.00043284027364352427
s mind	2.0	3.365756790414325e-05	-1.5598223732665466e-05
and pillows	2.0	3.365756790414325e-05	-0.00015893805011232495
said anything	2.0	3.365756790414325e-05	5.58813801571302e-05
selena masters	2.0	3.365756790414325e-05	0.00043284027364352427
never be	2.0	3.365756790414325e-05	0.0001521412058610658
mention of	2.0	3.365756790414325e-05	0.00039346344346472483
carrying a	2.0	3.365756790414325e-05	0.00039346344346472483
night s	2.0	3.365756790414325e-05	0.00017829753098762854
right i	2.0	3.365756790414325e-05	0.00019996816441547426
mark had	2.0	3.365756790414325e-05	0.00029821000202695134
milk or	2.0	3.365756790414325e-05	0.00041116964021567856
so nice	2.0	3.365756790414325e-05	9.037702156514665e-05
three minutes	2.0	3.365756790414325e-05	0.0002221921623753094
young and	2.0	3.365756790414325e-05	0.00024739464729883927
and over	2.0	3.365756790414325e-05	-0.00015893805011232495
they ve	2.0	3.365756790414325e-05	3.703628539224561e-06
made for	2.0	3.365756790414325e-05	0.00016666301199720642
older men	2.0	3.365756790414325e-05	0.0003540866132859253
the blame	2.0	3.365756790414325e-05	-0.00023287302873010673
arms around	2.0	3.365756790414325e-05	0.00029821000202695134
and some	2.0	3.365756790414325e-05	-0.00015893805011232495
called the	2.0	3.365756790414325e-05	0.00024045489481901
unless the	2.0	3.365756790414325e-05	0.00037849306741972815
slamming the	2.0	3.365756790414325e-05	0.0005001554094518107
asking about	2.0	3.365756790414325e-05	0.0003540866132859253
old friends	2.0	3.365756790414325e-05	0.00013717082981606915
is everyone	2.0	3.365756790414325e-05	8.0216347197085e-05
the model	2.0	3.365756790414325e-05	-0.00023287302873010673
the lake	2.0	3.365756790414325e-05	-0.00023287302873010673
the sides	2.0	3.365756790414325e-05	-0.00023287302873010673
the answer	2.0	3.365756790414325e-05	-0.00023287302873010673
the bright	2.0	3.365756790414325e-05	-0.00023287302873010673
clumps of	2.0	3.365756790414325e-05	0.0005001554094518107
the dough	2.0	3.365756790414325e-05	-0.00023287302873010673
again her	2.0	3.365756790414325e-05	0.0001548770265670229
and you	2.0	3.365756790414325e-05	-0.00015893805011232495
a form	2.0	3.365756790414325e-05	-0.0001319450890975604
a church	2.0	3.365756790414325e-05	-0.0001319450890975604
until i	2.0	3.365756790414325e-05	0.00025486873517125986
she accepted	2.0	3.365756790414325e-05	-2.4088308995325387e-05
this it	2.0	3.365756790414325e-05	6.533789279890128e-05
we fixed	2.0	3.365756790414325e-05	9.181579177096716e-05
her but	2.0	3.365756790414325e-05	-1.7497848359736805e-05
my face	2.0	3.365756790414325e-05	9.401472071447781e-05
the chambermaid	2.0	3.365756790414325e-05	-0.00023287302873010673
on hudson	2.0	3.365756790414325e-05	-2.604590475877659e-05
her out	2.0	3.365756790414325e-05	-1.7497848359736805e-05
was this	2.0	3.365756790414325e-05	-0.00011183579827082443
war in	2.0	3.365756790414325e-05	0.00024739464729883927
start the	2.0	3.365756790414325e-05	0.00039346344346472483
or whether	2.0	3.365756790414325e-05	6.700753643261086e-05
streets of	2.0	3.365756790414325e-05	0.00033459843603204724
this to	2.0	3.365756790414325e-05	6.533789279890128e-05
addition to	2.0	3.365756790414325e-05	0.0005001554094518107
they do	2.0	3.365756790414325e-05	3.703628539224561e-06
touch him	2.0	3.365756790414325e-05	0.0003438545044073921
t find	2.0	3.365756790414325e-05	4.322682681296111e-05
and came	2.0	3.365756790414325e-05	-0.00015893805011232495
her if	2.0	3.365756790414325e-05	-1.7497848359736805e-05
always did	2.0	3.365756790414325e-05	0.00018951558957935896
lublin was	2.0	3.365756790414325e-05	0.00030447767422859254
you well	2.0	3.365756790414325e-05	1.130650868305987e-05
that were	2.0	3.365756790414325e-05	-5.328184417578877e-05
far as	2.0	3.365756790414325e-05	0.00025486873517125986
with man	2.0	3.365756790414325e-05	-3.27030859765338e-05
pat o	2.0	3.365756790414325e-05	0.00033459843603204724
early morning	2.0	3.365756790414325e-05	0.00029232242899000614
world that	2.0	3.365756790414325e-05	0.00025883317184815185
he shook	2.0	3.365756790414325e-05	-0.0001326660665188522
that might	2.0	3.365756790414325e-05	-5.328184417578877e-05
the instructions	2.0	3.365756790414325e-05	-0.00023287302873010673
type of	2.0	3.365756790414325e-05	0.0005001554094518107
that voltaire	2.0	3.365756790414325e-05	-5.328184417578877e-05
s heart	2.0	3.365756790414325e-05	-1.5598223732665466e-05
i start	2.0	3.365756790414325e-05	-5.147576111950945e-05
porch steps	2.0	3.365756790414325e-05	0.00037849306741972815
the hospital	2.0	3.365756790414325e-05	-0.00023287302873010673
war on	2.0	3.365756790414325e-05	0.00024739464729883927
please come	2.0	3.365756790414325e-05	0.00037849306741972815
pretending that	2.0	3.365756790414325e-05	0.0005001554094518107
more snow	2.0	3.365756790414325e-05	0.00013717082981606915
objects on	2.0	3.365756790414325e-05	0.00043284027364352427
rousseau had	2.0	3.365756790414325e-05	0.00029232242899000614
visit to	2.0	3.365756790414325e-05	0.00031117793161144163
jump and	2.0	3.365756790414325e-05	0.0004607785792730113
place the	2.0	3.365756790414325e-05	0.00020220079636560715
they must	2.0	3.365756790414325e-05	3.703628539224561e-06
they took	2.0	3.365756790414325e-05	3.703628539224561e-06
and about	2.0	3.365756790414325e-05	-0.00015893805011232495
voice as	2.0	3.365756790414325e-05	0.0002221921623753094
to increase	2.0	3.365756790414325e-05	-0.00014339969365562022
s shoes	2.0	3.365756790414325e-05	-1.5598223732665466e-05
his concept	2.0	3.365756790414325e-05	-8.109806906939131e-05
drove down	2.0	3.365756790414325e-05	0.0003540866132859253
they already	2.0	3.365756790414325e-05	3.703628539224561e-06
year and	2.0	3.365756790414325e-05	0.00031117793161144163
doing so	2.0	3.365756790414325e-05	0.00030447767422859254
the chimney	2.0	3.365756790414325e-05	-0.00023287302873010673
a lady	2.0	3.365756790414325e-05	-0.0001319450890975604
dutch reformed	2.0	3.365756790414325e-05	0.0004607785792730113
air he	2.0	3.365756790414325e-05	0.00025486873517125986
seeped through	2.0	3.365756790414325e-05	0.0005001554094518107
and arguing	2.0	3.365756790414325e-05	-0.00015893805011232495
lincoln screamed	2.0	3.365756790414325e-05	0.00039346344346472483
school he	2.0	3.365756790414325e-05	0.0002672833002237608
once he	2.0	3.365756790414325e-05	0.0001915180360398653
blame for	2.0	3.365756790414325e-05	0.0004607785792730113
as claire	2.0	3.365756790414325e-05	6.673744202265711e-06
know where	2.0	3.365756790414325e-05	0.00014436784128767977
was crowded	2.0	3.365756790414325e-05	-0.00011183579827082443
have changed	2.0	3.365756790414325e-05	6.927934090600728e-05
excitement of	2.0	3.365756790414325e-05	0.00037849306741972815
save the	2.0	3.365756790414325e-05	0.00041116964021567856
yet i	2.0	3.365756790414325e-05	0.00023397814780549294
you never	2.0	3.365756790414325e-05	1.130650868305987e-05
her it	2.0	3.365756790414325e-05	-1.7497848359736805e-05
occasion they	2.0	3.365756790414325e-05	0.0004607785792730113
saying so	2.0	3.365756790414325e-05	0.0003261483076564383
shoot at	2.0	3.365756790414325e-05	0.0005001554094518107
d give	2.0	3.365756790414325e-05	0.00016824215593877617
heard what	2.0	3.365756790414325e-05	0.0002167954844658494
bring me	2.0	3.365756790414325e-05	0.0003438545044073921
of myself	2.0	3.365756790414325e-05	-0.00013790925477866032
events of	2.0	3.365756790414325e-05	0.00043284027364352427
way out	2.0	3.365756790414325e-05	0.00016510913544555615
the whites	2.0	3.365756790414325e-05	-0.00023287302873010673
the real	2.0	3.365756790414325e-05	-0.00023287302873010673
living together	2.0	3.365756790414325e-05	0.00029232242899000614
and gently	2.0	3.365756790414325e-05	-0.00015893805011232495
of barbed	2.0	3.365756790414325e-05	-0.00013790925477866032
kay could	2.0	3.365756790414325e-05	0.00029232242899000614
he whirled	2.0	3.365756790414325e-05	-0.0001326660665188522
left side	2.0	3.365756790414325e-05	0.00020448596562435564
wet i	2.0	3.365756790414325e-05	0.0003261483076564383
minutes and	2.0	3.365756790414325e-05	0.0003261483076564383
aged man	2.0	3.365756790414325e-05	0.0005001554094518107
day of	2.0	3.365756790414325e-05	0.00017654765999486864
a tall	2.0	3.365756790414325e-05	-0.0001319450890975604
under a	2.0	3.365756790414325e-05	0.00025486873517125986
say he	2.0	3.365756790414325e-05	0.0002142055919805991
all our	2.0	3.365756790414325e-05	4.6807516736934947e-05
drying up	2.0	3.365756790414325e-05	0.0005001554094518107
the moon	2.0	3.365756790414325e-05	-0.00023287302873010673
yes sir	2.0	3.365756790414325e-05	0.0002765393685991056
take her	2.0	3.365756790414325e-05	0.00018563046300292013
before a	2.0	3.365756790414325e-05	0.0001360215239455874
he says	2.0	3.365756790414325e-05	-0.0001326660665188522
were taking	2.0	3.365756790414325e-05	3.521713099544657e-05
understand pa	2.0	3.365756790414325e-05	0.00028677147747763876
proposed to	2.0	3.365756790414325e-05	0.0005001554094518107
his car	2.0	3.365756790414325e-05	-8.109806906939131e-05
insisted that	2.0	3.365756790414325e-05	0.0005001554094518107
stairs in	2.0	3.365756790414325e-05	0.00030447767422859254
and bounced	2.0	3.365756790414325e-05	-0.00015893805011232495
would still	2.0	3.365756790414325e-05	1.6504549978330686e-05
the shores	2.0	3.365756790414325e-05	-0.00023287302873010673
the government	2.0	3.365756790414325e-05	-0.00023287302873010673
it surprised	2.0	3.365756790414325e-05	-5.866093432541306e-05
stairs to	2.0	3.365756790414325e-05	0.00030447767422859254
breakfast table	2.0	3.365756790414325e-05	0.0003540866132859253
tried it	2.0	3.365756790414325e-05	0.0002510598072747658
of days	2.0	3.365756790414325e-05	-0.00013790925477866032
rousseau said	2.0	3.365756790414325e-05	0.00029232242899000614
the sort	2.0	3.365756790414325e-05	-0.00023287302873010673
everyone is	2.0	3.365756790414325e-05	0.00030447767422859254
joel had	2.0	3.365756790414325e-05	0.00031837494308305226
sometimes when	2.0	3.365756790414325e-05	0.00029232242899000614
head from	2.0	3.365756790414325e-05	0.0001748287618017996
soldier in	2.0	3.365756790414325e-05	0.0003438545044073921
western virginia	2.0	3.365756790414325e-05	0.0004607785792730113
you tell	2.0	3.365756790414325e-05	1.130650868305987e-05
you ask	2.0	3.365756790414325e-05	1.130650868305987e-05
in itself	2.0	3.365756790414325e-05	-0.00010061955629190575
dough was	2.0	3.365756790414325e-05	0.0004607785792730113
a cloud	2.0	3.365756790414325e-05	-0.0001319450890975604
the reins	2.0	3.365756790414325e-05	-0.00023287302873010673
her home	2.0	3.365756790414325e-05	-1.7497848359736805e-05
dying but	2.0	3.365756790414325e-05	0.0003438545044073921
feel the	2.0	3.365756790414325e-05	0.00028677147747763876
the pale	2.0	3.365756790414325e-05	-0.00023287302873010673
lord s	2.0	3.365756790414325e-05	0.0003655251378352378
copies of	2.0	3.365756790414325e-05	0.0005001554094518107
dusk he	2.0	3.365756790414325e-05	0.00039346344346472483
using it	2.0	3.365756790414325e-05	0.00041116964021567856
one part	2.0	3.365756790414325e-05	5.7904686936180356e-05
to contemplate	2.0	3.365756790414325e-05	-0.00014339969365562022
asked who	2.0	3.365756790414325e-05	0.0001875535993629733
served to	2.0	3.365756790414325e-05	0.00041116964021567856
way in	2.0	3.365756790414325e-05	0.00016510913544555615
big ones	2.0	3.365756790414325e-05	0.0001837446714664793
was again	2.0	3.365756790414325e-05	-0.00011183579827082443
towards a	2.0	3.365756790414325e-05	0.0003540866132859253
and hans	2.0	3.365756790414325e-05	-0.00015893805011232495
what else	2.0	3.365756790414325e-05	5.638326867781595e-05
the shapes	2.0	3.365756790414325e-05	-0.00023287302873010673
well fed	2.0	3.365756790414325e-05	0.00016666301199720642
of things	2.0	3.365756790414325e-05	-0.00013790925477866032
approached it	2.0	3.365756790414325e-05	0.0003540866132859253
air in	2.0	3.365756790414325e-05	0.00025486873517125986
young boy	2.0	3.365756790414325e-05	0.00024739464729883927
fear and	2.0	3.365756790414325e-05	0.00031837494308305226
saw with	2.0	3.365756790414325e-05	0.00017147962948063235
meaning of	2.0	3.365756790414325e-05	0.00037849306741972815
took him	2.0	3.365756790414325e-05	0.00019996816441547426
two human	2.0	3.365756790414325e-05	0.00014190909698253259
why not	2.0	3.365756790414325e-05	0.00020448596562435564
day in	2.0	3.365756790414325e-05	0.00017654765999486864
off into	2.0	3.365756790414325e-05	0.00016357973041037833
been away	2.0	3.365756790414325e-05	7.64321588785129e-05
my fantasies	2.0	3.365756790414325e-05	9.401472071447781e-05
day to	2.0	3.365756790414325e-05	0.00017654765999486864
the need	2.0	3.365756790414325e-05	-0.00023287302873010673
for me	2.0	3.365756790414325e-05	-1.7732709931537147e-05
minutes she	2.0	3.365756790414325e-05	0.0003261483076564383
her letter	2.0	3.365756790414325e-05	-1.7497848359736805e-05
like her	2.0	3.365756790414325e-05	7.705270547939327e-05
would run	2.0	3.365756790414325e-05	1.6504549978330686e-05
the rampart	2.0	3.365756790414325e-05	-0.00023287302873010673
thin legs	2.0	3.365756790414325e-05	0.00029232242899000614
of man	2.0	3.365756790414325e-05	-0.00013790925477866032
laura keene	2.0	3.365756790414325e-05	0.0003438545044073921
only put	2.0	3.365756790414325e-05	0.00014190909698253259
of san	2.0	3.365756790414325e-05	-0.00013790925477866032
going over	2.0	3.365756790414325e-05	0.000193562642350223
of everything	2.0	3.365756790414325e-05	-0.00013790925477866032
he does	2.0	3.365756790414325e-05	-0.0001326660665188522
see he	2.0	3.365756790414325e-05	0.00017147962948063235
but cousin	2.0	3.365756790414325e-05	1.4522538070789228e-05
she got	2.0	3.365756790414325e-05	-2.4088308995325387e-05
the debate	2.0	3.365756790414325e-05	-0.00023287302873010673
ask to	2.0	3.365756790414325e-05	0.00029821000202695134
face that	2.0	3.365756790414325e-05	0.00017313975901072352
his whisky	2.0	3.365756790414325e-05	-8.109806906939131e-05
the pot	2.0	3.365756790414325e-05	-0.00023287302873010673
promised to	2.0	3.365756790414325e-05	0.00041116964021567856
blew his	2.0	3.365756790414325e-05	0.0004607785792730113
suggestion of	2.0	3.365756790414325e-05	0.0004607785792730113
of joys	2.0	3.365756790414325e-05	-0.00013790925477866032
a dull	2.0	3.365756790414325e-05	-0.0001319450890975604
upper part	2.0	3.365756790414325e-05	0.00039346344346472483
the teacart	2.0	3.365756790414325e-05	-0.00023287302873010673
way or	2.0	3.365756790414325e-05	0.00016510913544555615
ice in	2.0	3.365756790414325e-05	0.00031837494308305226
could i	2.0	3.365756790414325e-05	6.985569400778265e-05
easy to	2.0	3.365756790414325e-05	0.00031837494308305226
harpers ferry	2.0	3.365756790414325e-05	0.0005001554094518107
his squad	2.0	3.365756790414325e-05	-8.109806906939131e-05
of music	2.0	3.365756790414325e-05	-0.00013790925477866032
this job	2.0	3.365756790414325e-05	6.533789279890128e-05
been living	2.0	3.365756790414325e-05	7.64321588785129e-05
down before	2.0	3.365756790414325e-05	9.475890223034706e-05
the role	2.0	3.365756790414325e-05	-0.00023287302873010673
moment to	2.0	3.365756790414325e-05	0.0002194563416693523
and eugene	2.0	3.365756790414325e-05	-0.00015893805011232495
competition and	2.0	3.365756790414325e-05	0.0005001554094518107
had laid	2.0	3.365756790414325e-05	-7.254794218217638e-05
the wet	2.0	3.365756790414325e-05	-0.00023287302873010673
age of	2.0	3.365756790414325e-05	0.00039346344346472483
he recognized	2.0	3.365756790414325e-05	-0.0001326660665188522
have found	2.0	3.365756790414325e-05	6.927934090600728e-05
her about	2.0	3.365756790414325e-05	-1.7497848359736805e-05
her gently	2.0	3.365756790414325e-05	-1.7497848359736805e-05
alex could	2.0	3.365756790414325e-05	0.0002194563416693523
to thin	2.0	3.365756790414325e-05	-0.00014339969365562022
the dining	2.0	3.365756790414325e-05	-0.00023287302873010673
work and	2.0	3.365756790414325e-05	0.00023089486621866482
the towels	2.0	3.365756790414325e-05	-0.00023287302873010673
a rifle	2.0	3.365756790414325e-05	-0.0001319450890975604
there can	2.0	3.365756790414325e-05	4.019849018522658e-05
be separated	2.0	3.365756790414325e-05	2.8949458793805332e-05
he won	2.0	3.365756790414325e-05	-0.0001326660665188522
whether it	2.0	3.365756790414325e-05	0.00033459843603204724
only in	2.0	3.365756790414325e-05	0.00014190909698253259
and saw	2.0	3.365756790414325e-05	-0.00015893805011232495
we don	2.0	3.365756790414325e-05	9.181579177096716e-05
majdanek was	2.0	3.365756790414325e-05	0.0003438545044073921
excitement in	2.0	3.365756790414325e-05	0.00037849306741972815
taking the	2.0	3.365756790414325e-05	0.00031837494308305226
street at	2.0	3.365756790414325e-05	0.0002438627958031551
make his	2.0	3.365756790414325e-05	0.00018563046300292013
a river	2.0	3.365756790414325e-05	-0.0001319450890975604
jessica and	2.0	3.365756790414325e-05	0.00030447767422859254
know when	2.0	3.365756790414325e-05	0.00014436784128767977
manners and	2.0	3.365756790414325e-05	0.0004607785792730113
understand you	2.0	3.365756790414325e-05	0.00028677147747763876
her arms	2.0	3.365756790414325e-05	-1.7497848359736805e-05
stopped the	2.0	3.365756790414325e-05	0.00025883317184815185
to order	2.0	3.365756790414325e-05	-0.00014339969365562022
squad on	2.0	3.365756790414325e-05	0.0003655251378352378
was its	2.0	3.365756790414325e-05	-0.00011183579827082443
and flung	2.0	3.365756790414325e-05	-0.00015893805011232495
the mist	2.0	3.365756790414325e-05	-0.00023287302873010673
well understand	2.0	3.365756790414325e-05	0.00016666301199720642
they seemed	2.0	3.365756790414325e-05	3.703628539224561e-06
booby traps	2.0	3.365756790414325e-05	0.0004607785792730113
girl from	2.0	3.365756790414325e-05	0.0002629663578509214
create the	2.0	3.365756790414325e-05	0.00043284027364352427
the shoulder	2.0	3.365756790414325e-05	-0.00023287302873010673
see to	2.0	3.365756790414325e-05	0.00017147962948063235
the book	2.0	3.365756790414325e-05	-0.00023287302873010673
we won	2.0	3.365756790414325e-05	9.181579177096716e-05
a sign	2.0	3.365756790414325e-05	-0.0001319450890975604
stock of	2.0	3.365756790414325e-05	0.00037849306741972815
est w	2.0	3.365756790414325e-05	0.0005001554094518107
twenty five	2.0	3.365756790414325e-05	0.0003655251378352378
and trig	2.0	3.365756790414325e-05	-0.00015893805011232495
not too	2.0	3.365756790414325e-05	9.117023070226401e-06
her morning	2.0	3.365756790414325e-05	-1.7497848359736805e-05
love the	2.0	3.365756790414325e-05	0.00029821000202695134
on three	2.0	3.365756790414325e-05	-2.604590475877659e-05
one would	2.0	3.365756790414325e-05	5.7904686936180356e-05
house where	2.0	3.365756790414325e-05	0.0001548770265670229
why it	2.0	3.365756790414325e-05	0.00020448596562435564
dawn i	2.0	3.365756790414325e-05	0.00039346344346472483
finally he	2.0	3.365756790414325e-05	0.00033459843603204724
top dog	2.0	3.365756790414325e-05	0.00029232242899000614
alastor was	2.0	3.365756790414325e-05	0.00043284027364352427
reject it	2.0	3.365756790414325e-05	0.0005001554094518107
changed in	2.0	3.365756790414325e-05	0.00037849306741972815
the connoisseur	2.0	3.365756790414325e-05	-0.00023287302873010673
occur to	2.0	3.365756790414325e-05	0.00043284027364352427
on account	2.0	3.365756790414325e-05	-2.604590475877659e-05
the latter	2.0	3.365756790414325e-05	-0.00023287302873010673
the muddy	2.0	3.365756790414325e-05	-0.00023287302873010673
ablard corne	2.0	3.365756790414325e-05	0.0005001554094518107
them both	2.0	3.365756790414325e-05	6.757052474903417e-05
the dirty	2.0	3.365756790414325e-05	-0.00023287302873010673
was coming	2.0	3.365756790414325e-05	-0.00011183579827082443
watched him	2.0	3.365756790414325e-05	0.0002815207277888856
her job	2.0	3.365756790414325e-05	-1.7497848359736805e-05
would want	2.0	3.365756790414325e-05	1.6504549978330686e-05
kayabashi was	2.0	3.365756790414325e-05	0.0003261483076564383
the cousins	2.0	3.365756790414325e-05	-0.00023287302873010673
his worries	2.0	3.365756790414325e-05	-8.109806906939131e-05
too well	2.0	3.365756790414325e-05	0.00016824215593877617
on man	2.0	3.365756790414325e-05	-2.604590475877659e-05
figure he	2.0	3.365756790414325e-05	0.00023716253842030608
alex to	2.0	3.365756790414325e-05	0.0002194563416693523
joy he	2.0	3.365756790414325e-05	0.00041116964021567856
get them	2.0	3.365756790414325e-05	0.00013717082981606915
write and	2.0	3.365756790414325e-05	0.00030447767422859254
was clean	2.0	3.365756790414325e-05	-0.00011183579827082443
is salt	2.0	3.365756790414325e-05	8.0216347197085e-05
he picked	2.0	3.365756790414325e-05	-0.0001326660665188522
figure of	2.0	3.365756790414325e-05	0.00023716253842030608
the better	2.0	3.365756790414325e-05	-0.00023287302873010673
john was	2.0	3.365756790414325e-05	0.00020448596562435564
see you	2.0	3.365756790414325e-05	0.00017147962948063235
andrei s	2.0	3.365756790414325e-05	0.0002765393685991056
things a	2.0	3.365756790414325e-05	0.00023089486621866482
and listening	2.0	3.365756790414325e-05	-0.00015893805011232495
or something	2.0	3.365756790414325e-05	6.700753643261086e-05
he wandered	2.0	3.365756790414325e-05	-0.0001326660665188522
t ask	2.0	3.365756790414325e-05	4.322682681296111e-05
one he	2.0	3.365756790414325e-05	5.7904686936180356e-05
held a	2.0	3.365756790414325e-05	0.0002629663578509214
though not	2.0	3.365756790414325e-05	0.00021168297709596627
to high	2.0	3.365756790414325e-05	-0.00014339969365562022
t they	2.0	3.365756790414325e-05	4.322682681296111e-05
made me	2.0	3.365756790414325e-05	0.00016666301199720642
take his	2.0	3.365756790414325e-05	0.00018563046300292013
and wrote	2.0	3.365756790414325e-05	-0.00015893805011232495
than be	2.0	3.365756790414325e-05	0.000193562642350223
she lost	2.0	3.365756790414325e-05	-2.4088308995325387e-05
it happened	2.0	3.365756790414325e-05	-5.866093432541306e-05
into bed	2.0	3.365756790414325e-05	8.21652128492764e-05
increase his	2.0	3.365756790414325e-05	0.0004607785792730113
with snow	2.0	3.365756790414325e-05	-3.27030859765338e-05
can i	2.0	3.365756790414325e-05	0.0001875535993629733
midst of	2.0	3.365756790414325e-05	0.0005001554094518107
william to	2.0	3.365756790414325e-05	0.00037849306741972815
s bridge	2.0	3.365756790414325e-05	-1.5598223732665466e-05
wished he	2.0	3.365756790414325e-05	0.0003655251378352378
return the	2.0	3.365756790414325e-05	0.0003655251378352378
were only	2.0	3.365756790414325e-05	3.521713099544657e-05
of farmers	2.0	3.365756790414325e-05	-0.00013790925477866032
be passive	2.0	3.365756790414325e-05	2.8949458793805332e-05
was able	2.0	3.365756790414325e-05	-0.00011183579827082443
the flowers	2.0	3.365756790414325e-05	-0.00023287302873010673
the occasion	2.0	3.365756790414325e-05	-0.00023287302873010673
and swaggered	2.0	3.365756790414325e-05	-0.00015893805011232495
cry of	2.0	3.365756790414325e-05	0.0003540866132859253
if a	2.0	3.365756790414325e-05	9.626459460209182e-05
of europe	2.0	3.365756790414325e-05	-0.00013790925477866032
notice and	2.0	3.365756790414325e-05	0.00039346344346472483
de w	2.0	3.365756790414325e-05	0.00031837494308305226
the conference	2.0	3.365756790414325e-05	-0.00023287302873010673
good one	2.0	3.365756790414325e-05	0.00016666301199720642
there a	2.0	3.365756790414325e-05	4.019849018522658e-05
byron s	2.0	3.365756790414325e-05	0.0003261483076564383
one in	2.0	3.365756790414325e-05	5.7904686936180356e-05
the sudden	2.0	3.365756790414325e-05	-0.00023287302873010673
now with	2.0	3.365756790414325e-05	9.475890223034706e-05
the schoolhouse	2.0	3.365756790414325e-05	-0.00023287302873010673
himself he	2.0	3.365756790414325e-05	0.00015627439186383533
and feel	2.0	3.365756790414325e-05	-0.00015893805011232495
the funeral	2.0	3.365756790414325e-05	-0.00023287302873010673
slit and	2.0	3.365756790414325e-05	0.00043284027364352427
episcopal church	2.0	3.365756790414325e-05	0.0005001554094518107
flesh and	2.0	3.365756790414325e-05	0.0003261483076564383
decided to	2.0	3.365756790414325e-05	0.0003540866132859253
fucken sky	2.0	3.365756790414325e-05	0.00039346344346472483
made so	2.0	3.365756790414325e-05	0.00016666301199720642
shore the	2.0	3.365756790414325e-05	0.0004607785792730113
life size	2.0	3.365756790414325e-05	0.000193562642350223
s slender	2.0	3.365756790414325e-05	-1.5598223732665466e-05
returning to	2.0	3.365756790414325e-05	0.00043284027364352427
or ten	2.0	3.365756790414325e-05	6.700753643261086e-05
he respected	2.0	3.365756790414325e-05	-0.0001326660665188522
made up	2.0	3.365756790414325e-05	0.00016666301199720642
hear more	2.0	3.365756790414325e-05	0.00025883317184815185
himself at	2.0	3.365756790414325e-05	0.00015627439186383533
full and	2.0	3.365756790414325e-05	0.00029821000202695134
public performance	2.0	3.365756790414325e-05	0.0003540866132859253
any time	2.0	3.365756790414325e-05	0.00017829753098762854
enough he	2.0	3.365756790414325e-05	0.0002221921623753094
be too	2.0	3.365756790414325e-05	2.8949458793805332e-05
very black	2.0	3.365756790414325e-05	0.00019996816441547426
outside it	2.0	3.365756790414325e-05	0.00030447767422859254
and led	2.0	3.365756790414325e-05	-0.00015893805011232495
hate him	2.0	3.365756790414325e-05	0.0003540866132859253
ole buckra	2.0	3.365756790414325e-05	0.00041116964021567856
her new	2.0	3.365756790414325e-05	-1.7497848359736805e-05
redoute it	2.0	3.365756790414325e-05	0.0004607785792730113
she just	2.0	3.365756790414325e-05	-2.4088308995325387e-05
had plunged	2.0	3.365756790414325e-05	-7.254794218217638e-05
his experience	2.0	3.365756790414325e-05	-8.109806906939131e-05
boy in	2.0	3.365756790414325e-05	0.0002167954844658494
about going	2.0	3.365756790414325e-05	6.813679581471357e-05
regarded the	2.0	3.365756790414325e-05	0.0004607785792730113
and very	2.0	3.365756790414325e-05	-0.00015893805011232495
an envelope	2.0	3.365756790414325e-05	7.459396117424609e-05
then after	2.0	3.365756790414325e-05	0.00010334495114963695
troubled him	2.0	3.365756790414325e-05	0.0004607785792730113
and did	2.0	3.365756790414325e-05	-0.00015893805011232495
air that	2.0	3.365756790414325e-05	0.00025486873517125986
had promised	2.0	3.365756790414325e-05	-7.254794218217638e-05
an inn	2.0	3.365756790414325e-05	7.459396117424609e-05
every evening	2.0	3.365756790414325e-05	0.00021168297709596627
result of	2.0	3.365756790414325e-05	0.0005001554094518107
chicken mose	2.0	3.365756790414325e-05	0.00041116964021567856
are to	2.0	3.365756790414325e-05	0.0001837446714664793
box and	2.0	3.365756790414325e-05	0.0002815207277888856
hen who	2.0	3.365756790414325e-05	0.00029232242899000614
y all	2.0	3.365756790414325e-05	0.0005001554094518107
future homemakers	2.0	3.365756790414325e-05	0.0003655251378352378
the image	2.0	3.365756790414325e-05	-0.00023287302873010673
which made	2.0	3.365756790414325e-05	9.934787618891993e-05
how happy	2.0	3.365756790414325e-05	0.00012939746524268312
they walked	2.0	3.365756790414325e-05	3.703628539224561e-06
he smashed	2.0	3.365756790414325e-05	-0.0001326660665188522
clambered up	2.0	3.365756790414325e-05	0.0004607785792730113
had enough	2.0	3.365756790414325e-05	-7.254794218217638e-05
not seem	2.0	3.365756790414325e-05	9.117023070226401e-06
heavily up	2.0	3.365756790414325e-05	0.00039346344346472483
below in	2.0	3.365756790414325e-05	0.00031837494308305226
a thick	2.0	3.365756790414325e-05	-0.0001319450890975604
i pushed	2.0	3.365756790414325e-05	-5.147576111950945e-05
which papa	2.0	3.365756790414325e-05	9.934787618891993e-05
envied him	2.0	3.365756790414325e-05	0.0005001554094518107
from them	2.0	3.365756790414325e-05	3.726173730580429e-05
day that	2.0	3.365756790414325e-05	0.00017654765999486864
the area	2.0	3.365756790414325e-05	-0.00023287302873010673
than you	2.0	3.365756790414325e-05	0.000193562642350223
