bigram	frequency	relative frequency	mutual information
made curtains	1.0	1.6828783952071623e-05	6.65027220465316e-05
lay bleaching	1.0	1.6828783952071623e-05	0.00012144090034748117
shallow water	1.0	1.6828783952071623e-05	0.000266906488677977
dice rolled	1.0	1.6828783952071623e-05	0.000266906488677977
blow encountered	1.0	1.6828783952071623e-05	0.0001995913528696905
preceding years	1.0	1.6828783952071623e-05	0.00023324892077383375
equally great	1.0	1.6828783952071623e-05	0.000266906488677977
rubbing snow	1.0	1.6828783952071623e-05	0.0001995913528696905
stood stiffly	1.0	1.6828783952071623e-05	8.65843182825651e-05
mustaches crowded	1.0	1.6828783952071623e-05	0.000266906488677977
murmured yeah	1.0	1.6828783952071623e-05	0.00023324892077383375
suddenly found	1.0	1.6828783952071623e-05	0.0001106055836335583
shivery cold	1.0	1.6828783952071623e-05	0.000266906488677977
grandiose gesture	1.0	1.6828783952071623e-05	0.000266906488677977
declared war	1.0	1.6828783952071623e-05	0.0001995913528696905
water mark	1.0	1.6828783952071623e-05	8.427161423073196e-05
saratoga maple	1.0	1.6828783952071623e-05	0.000266906488677977
amazed alarmed	1.0	1.6828783952071623e-05	0.00021356050568443403
great highway	1.0	1.6828783952071623e-05	9.861864915726079e-05
bedrooms seward	1.0	1.6828783952071623e-05	0.00023324892077383375
day winston	1.0	1.6828783952071623e-05	7.14450460453627e-05
hawk flew	1.0	1.6828783952071623e-05	0.000150470434063952
desk heaped	1.0	1.6828783952071623e-05	0.00017990293778029075
goodbye forever	1.0	1.6828783952071623e-05	0.00023324892077383375
fellow subway	1.0	1.6828783952071623e-05	0.00018875603615576766
freight cars	1.0	1.6828783952071623e-05	0.000266906488677977
painful solicitude	1.0	1.6828783952071623e-05	0.0001995913528696905
camp friends	1.0	1.6828783952071623e-05	0.00014624536987614754
publicly disowned	1.0	1.6828783952071623e-05	0.000266906488677977
stacked miss	1.0	1.6828783952071623e-05	0.00023324892077383375
spell mrs	1.0	1.6828783952071623e-05	0.00023324892077383375
nocturnal pilgrimage	1.0	1.6828783952071623e-05	0.000266906488677977
cropped bright	1.0	1.6828783952071623e-05	0.000266906488677977
grabski looked	1.0	1.6828783952071623e-05	0.00017990293778029075
told hadn	1.0	1.6828783952071623e-05	7.893023406786103e-05
black silk	1.0	1.6828783952071623e-05	9.712445107040901e-05
missing kate	1.0	1.6828783952071623e-05	0.00018875603615576766
bells underneath	1.0	1.6828783952071623e-05	0.00021356050568443403
village rooted	1.0	1.6828783952071623e-05	0.00016021452269089103
girl effect	1.0	1.6828783952071623e-05	0.00011465439497338908
hawk knew	1.0	1.6828783952071623e-05	0.000150470434063952
peering haughtily	1.0	1.6828783952071623e-05	0.00021356050568443403
thin body	1.0	1.6828783952071623e-05	0.00012933243054293143
state legislature	1.0	1.6828783952071623e-05	0.00013541005316222466
stupid hand	1.0	1.6828783952071623e-05	0.00021356050568443403
hatching alex	1.0	1.6828783952071623e-05	0.00023324892077383375
internal contradictions	1.0	1.6828783952071623e-05	0.000266906488677977
slow scrambling	1.0	1.6828783952071623e-05	0.00016021452269089103
hardtack boxes	1.0	1.6828783952071623e-05	0.0001995913528696905
vellum sheets	1.0	1.6828783952071623e-05	0.000266906488677977
winston thought	1.0	1.6828783952071623e-05	9.289938688260452e-05
rank fertile	1.0	1.6828783952071623e-05	0.00018875603615576766
rich people	1.0	1.6828783952071623e-05	0.00016021452269089103
waldensian peasants	1.0	1.6828783952071623e-05	0.000266906488677977
solomon chandler	1.0	1.6828783952071623e-05	0.000266906488677977
incredible selfishness	1.0	1.6828783952071623e-05	0.00023324892077383375
ornately carved	1.0	1.6828783952071623e-05	0.000266906488677977
bestubbled jaw	1.0	1.6828783952071623e-05	0.000266906488677977
duclos thought	1.0	1.6828783952071623e-05	0.00017990293778029075
lost control	1.0	1.6828783952071623e-05	0.00013541005316222466
safe prevot	1.0	1.6828783952071623e-05	0.00016593378496554729
wind slapped	1.0	1.6828783952071623e-05	0.00021356050568443403
post stretched	1.0	1.6828783952071623e-05	0.00021356050568443403
afterward discussed	1.0	1.6828783952071623e-05	0.00021356050568443403
poor bastards	1.0	1.6828783952071623e-05	0.00013541005316222466
skopas expressed	1.0	1.6828783952071623e-05	0.0001995913528696905
tub damp	1.0	1.6828783952071623e-05	0.00021356050568443403
taking breaths	1.0	1.6828783952071623e-05	0.00014235868758945454
small front	1.0	1.6828783952071623e-05	0.00010016028995067484
proved immensely	1.0	1.6828783952071623e-05	0.00021356050568443403
officer lay	1.0	1.6828783952071623e-05	0.00013876018185364917
railroad trains	1.0	1.6828783952071623e-05	0.0001995913528696905
yellow hair	1.0	1.6828783952071623e-05	0.00017241774975779243
stayed open	1.0	1.6828783952071623e-05	0.00016021452269089103
gave mr	1.0	1.6828783952071623e-05	0.00012144090034748117
gaily diverting	1.0	1.6828783952071623e-05	0.000266906488677977
remained augmented	1.0	1.6828783952071623e-05	0.00016593378496554729
wan sense	1.0	1.6828783952071623e-05	0.000266906488677977
usual early	1.0	1.6828783952071623e-05	0.00017241774975779243
valley accounts	1.0	1.6828783952071623e-05	0.00014235868758945454
hate poland	1.0	1.6828783952071623e-05	0.00016021452269089103
sensitivity rabbi	1.0	1.6828783952071623e-05	0.000266906488677977
parents talked	1.0	1.6828783952071623e-05	0.00016021452269089103
planting flowers	1.0	1.6828783952071623e-05	0.000266906488677977
composition gnomes	1.0	1.6828783952071623e-05	0.000266906488677977
wing rested	1.0	1.6828783952071623e-05	0.00023324892077383375
tussle waited	1.0	1.6828783952071623e-05	0.0001995913528696905
drive carefully	1.0	1.6828783952071623e-05	0.00018875603615576766
cheek turned	1.0	1.6828783952071623e-05	0.00021356050568443403
helped fight	1.0	1.6828783952071623e-05	0.00023324892077383375
spirit moved	1.0	1.6828783952071623e-05	0.00017241774975779243
chopped part	1.0	1.6828783952071623e-05	0.000266906488677977
stairs screaming	1.0	1.6828783952071623e-05	0.00013541005316222466
mosquitoes hand	1.0	1.6828783952071623e-05	0.000266906488677977
high forehead	1.0	1.6828783952071623e-05	0.00011258780197200428
easter suit	1.0	1.6828783952071623e-05	0.00023324892077383375
freezing loblolly	1.0	1.6828783952071623e-05	0.00023324892077383375
demand water	1.0	1.6828783952071623e-05	0.000266906488677977
styka studied	1.0	1.6828783952071623e-05	0.00013227621706140403
empty rooms	1.0	1.6828783952071623e-05	0.00014624536987614754
movers miss	1.0	1.6828783952071623e-05	0.00021356050568443403
heavier jim	1.0	1.6828783952071623e-05	0.00021356050568443403
deliberate set	1.0	1.6828783952071623e-05	0.000266906488677977
encountered silky	1.0	1.6828783952071623e-05	0.000266906488677977
scraping noise	1.0	1.6828783952071623e-05	0.000266906488677977
william agrees	1.0	1.6828783952071623e-05	0.00017241774975779243
gun smoke	1.0	1.6828783952071623e-05	0.00014235868758945454
neighbors cheered	1.0	1.6828783952071623e-05	0.00018875603615576766
wilson made	1.0	1.6828783952071623e-05	0.00012393157994237117
place tomorrow	1.0	1.6828783952071623e-05	8.427161423073196e-05
live pigeons	1.0	1.6828783952071623e-05	0.00016021452269089103
presbyterian minister	1.0	1.6828783952071623e-05	0.000266906488677977
fire glasses	1.0	1.6828783952071623e-05	0.00012933243054293143
carefully shaving	1.0	1.6828783952071623e-05	0.00013876018185364917
shrill appeals	1.0	1.6828783952071623e-05	0.00023324892077383375
scant flesh	1.0	1.6828783952071623e-05	0.00023324892077383375
figure warren	1.0	1.6828783952071623e-05	0.00010175248525808141
birthday ball	1.0	1.6828783952071623e-05	0.00021356050568443403
eager interested	1.0	1.6828783952071623e-05	0.00021356050568443403
handless man	1.0	1.6828783952071623e-05	0.000266906488677977
immediately howard	1.0	1.6828783952071623e-05	0.00017990293778029075
room shortly	1.0	1.6828783952071623e-05	6.420823506724516e-05
colored neighborhoods	1.0	1.6828783952071623e-05	0.0001550984682516244
niggers krist	1.0	1.6828783952071623e-05	0.00021356050568443403
moment dead	1.0	1.6828783952071623e-05	9.289938688260452e-05
yeah mose	1.0	1.6828783952071623e-05	0.00018875603615576766
stiffly erect	1.0	1.6828783952071623e-05	0.00018875603615576766
world alastor	1.0	1.6828783952071623e-05	0.00011258780197200428
south stevie	1.0	1.6828783952071623e-05	0.000150470434063952
warren thought	1.0	1.6828783952071623e-05	0.00012655695478674776
theatrically licked	1.0	1.6828783952071623e-05	0.00023324892077383375
kitchen women	1.0	1.6828783952071623e-05	0.00011907176676424945
georgia border	1.0	1.6828783952071623e-05	0.000266906488677977
factory rumor	1.0	1.6828783952071623e-05	0.000266906488677977
wicked wilkes	1.0	1.6828783952071623e-05	0.00021356050568443403
rousseau asked	1.0	1.6828783952071623e-05	0.00012933243054293143
lattimer stay	1.0	1.6828783952071623e-05	0.0001995913528696905
portable chute	1.0	1.6828783952071623e-05	0.00023324892077383375
forest overseas	1.0	1.6828783952071623e-05	0.00018875603615576766
office mr	1.0	1.6828783952071623e-05	0.00016021452269089103
bomb scared	1.0	1.6828783952071623e-05	0.00018875603615576766
precisely missing	1.0	1.6828783952071623e-05	0.00023324892077383375
rousseau asks	1.0	1.6828783952071623e-05	0.00012933243054293143
milk dried	1.0	1.6828783952071623e-05	0.00018875603615576766
whispered pointing	1.0	1.6828783952071623e-05	0.00021356050568443403
held firm	1.0	1.6828783952071623e-05	0.00011465439497338908
rolled past	1.0	1.6828783952071623e-05	0.00016021452269089103
irvin moll	1.0	1.6828783952071623e-05	0.000266906488677977
rebel guerrillas	1.0	1.6828783952071623e-05	0.0001995913528696905
hallowed ground	1.0	1.6828783952071623e-05	0.000266906488677977
flannagan manufactured	1.0	1.6828783952071623e-05	0.00017241774975779243
sitting room	1.0	1.6828783952071623e-05	0.00012655695478674776
window touched	1.0	1.6828783952071623e-05	0.00010686853969734802
nerves brought	1.0	1.6828783952071623e-05	0.000266906488677977
characteristic thing	1.0	1.6828783952071623e-05	0.00023324892077383375
ada studied	1.0	1.6828783952071623e-05	0.00011907176676424945
bird thing	1.0	1.6828783952071623e-05	0.00017241774975779243
mary charles	1.0	1.6828783952071623e-05	0.00011258780197200428
testicle crushers	1.0	1.6828783952071623e-05	0.00023324892077383375
held jonathan	1.0	1.6828783952071623e-05	0.00011465439497338908
doctor remarked	1.0	1.6828783952071623e-05	8.427161423073196e-05
john stood	1.0	1.6828783952071623e-05	8.54141988601062e-05
claire returned	1.0	1.6828783952071623e-05	0.00013876018185364917
vast church	1.0	1.6828783952071623e-05	0.00023324892077383375
twenty thousand	1.0	1.6828783952071623e-05	0.00016593378496554729
figure landed	1.0	1.6828783952071623e-05	0.00010175248525808141
snow buried	1.0	1.6828783952071623e-05	0.00012933243054293143
gay dresses	1.0	1.6828783952071623e-05	0.00023324892077383375
summer hotels	1.0	1.6828783952071623e-05	0.00012655695478674776
eye range	1.0	1.6828783952071623e-05	0.00012933243054293143
drawing room	1.0	1.6828783952071623e-05	0.00018875603615576766
features flies	1.0	1.6828783952071623e-05	0.00021356050568443403
watson pounded	1.0	1.6828783952071623e-05	9.56748626387882e-05
final parting	1.0	1.6828783952071623e-05	0.00016021452269089103
growing red	1.0	1.6828783952071623e-05	0.00017990293778029075
forced confidence	1.0	1.6828783952071623e-05	0.00018875603615576766
cookies candies	1.0	1.6828783952071623e-05	0.000266906488677977
rested absently	1.0	1.6828783952071623e-05	0.000266906488677977
stayed glued	1.0	1.6828783952071623e-05	0.00016021452269089103
dwyer looked	1.0	1.6828783952071623e-05	0.00023324892077383375
week month	1.0	1.6828783952071623e-05	0.00012933243054293143
long double	1.0	1.6828783952071623e-05	7.058559694882817e-05
morning chickens	1.0	1.6828783952071623e-05	9.56748626387882e-05
picket boats	1.0	1.6828783952071623e-05	0.000266906488677977
occasional visitor	1.0	1.6828783952071623e-05	0.00021356050568443403
dell arca	1.0	1.6828783952071623e-05	0.000266906488677977
ungodly blasphemed	1.0	1.6828783952071623e-05	0.00023324892077383375
thousand copies	1.0	1.6828783952071623e-05	0.00016021452269089103
spuyten duyvil	1.0	1.6828783952071623e-05	0.000266906488677977
words fell	1.0	1.6828783952071623e-05	0.00012655695478674776
thousand fletcher	1.0	1.6828783952071623e-05	0.00016021452269089103
tossed back	1.0	1.6828783952071623e-05	0.00023324892077383375
mind drift	1.0	1.6828783952071623e-05	9.861864915726079e-05
adam recognized	1.0	1.6828783952071623e-05	0.00012655695478674776
eventual victory	1.0	1.6828783952071623e-05	0.00023324892077383375
oval face	1.0	1.6828783952071623e-05	0.00023324892077383375
great weakness	1.0	1.6828783952071623e-05	9.861864915726079e-05
thursday evening	1.0	1.6828783952071623e-05	0.00023324892077383375
found pleasant	1.0	1.6828783952071623e-05	8.54141988601062e-05
turban rode	1.0	1.6828783952071623e-05	0.00023324892077383375
liberally embellished	1.0	1.6828783952071623e-05	0.000266906488677977
named frank	1.0	1.6828783952071623e-05	0.00017241774975779243
angelina turned	1.0	1.6828783952071623e-05	0.0001995913528696905
grew cool	1.0	1.6828783952071623e-05	0.00016021452269089103
mucus rolled	1.0	1.6828783952071623e-05	0.000266906488677977
blind panic	1.0	1.6828783952071623e-05	0.00016021452269089103
suddenly small	1.0	1.6828783952071623e-05	0.0001106055836335583
objective pain	1.0	1.6828783952071623e-05	0.00021356050568443403
cruelly distant	1.0	1.6828783952071623e-05	0.000266906488677977
brides till	1.0	1.6828783952071623e-05	0.000266906488677977
bringing home	1.0	1.6828783952071623e-05	0.00017241774975779243
crossroads church	1.0	1.6828783952071623e-05	0.00017990293778029075
feet moved	1.0	1.6828783952071623e-05	0.00011907176676424945
cold weather	1.0	1.6828783952071623e-05	0.00013541005316222466
lublin generally	1.0	1.6828783952071623e-05	0.00013541005316222466
flash illumined	1.0	1.6828783952071623e-05	0.00023324892077383375
healthiest attitude	1.0	1.6828783952071623e-05	0.000266906488677977
arm moved	1.0	1.6828783952071623e-05	0.00011681286615980876
sullen puzzled	1.0	1.6828783952071623e-05	0.00023324892077383375
music drove	1.0	1.6828783952071623e-05	0.00014235868758945454
hot spell	1.0	1.6828783952071623e-05	0.00013876018185364917
waded knee	1.0	1.6828783952071623e-05	0.00023324892077383375
cooked good	1.0	1.6828783952071623e-05	0.00023324892077383375
pretty hard	1.0	1.6828783952071623e-05	0.0001550984682516244
inflamed waters	1.0	1.6828783952071623e-05	0.000266906488677977
front page	1.0	1.6828783952071623e-05	9.861864915726079e-05
forte pianos	1.0	1.6828783952071623e-05	0.000266906488677977
substantial outline	1.0	1.6828783952071623e-05	0.000266906488677977
million jews	1.0	1.6828783952071623e-05	0.00021356050568443403
extraordinary speed	1.0	1.6828783952071623e-05	0.00023324892077383375
negro professionals	1.0	1.6828783952071623e-05	0.00016593378496554729
long series	1.0	1.6828783952071623e-05	7.058559694882817e-05
court circles	1.0	1.6828783952071623e-05	0.00021356050568443403
white birds	1.0	1.6828783952071623e-05	7.995253722303988e-05
day clothes	1.0	1.6828783952071623e-05	7.14450460453627e-05
certificate framed	1.0	1.6828783952071623e-05	0.000266906488677977
staring angrily	1.0	1.6828783952071623e-05	0.00017241774975779243
gaunt height	1.0	1.6828783952071623e-05	0.00023324892077383375
hated lublin	1.0	1.6828783952071623e-05	0.00017990293778029075
long table	1.0	1.6828783952071623e-05	7.058559694882817e-05
china flowers	1.0	1.6828783952071623e-05	0.00018875603615576766
sex pretty	1.0	1.6828783952071623e-05	0.00021356050568443403
wire gratings	1.0	1.6828783952071623e-05	0.00017990293778029075
man spread	1.0	1.6828783952071623e-05	3.284515414238834e-05
found beds	1.0	1.6828783952071623e-05	8.54141988601062e-05
met pierre	1.0	1.6828783952071623e-05	0.00016593378496554729
cat rubbing	1.0	1.6828783952071623e-05	0.00021356050568443403
remained visible	1.0	1.6828783952071623e-05	0.00016593378496554729
snow crack	1.0	1.6828783952071623e-05	0.00012933243054293143
idle recreation	1.0	1.6828783952071623e-05	0.000266906488677977
fascinated horror	1.0	1.6828783952071623e-05	0.000266906488677977
lacked solidity	1.0	1.6828783952071623e-05	0.00023324892077383375
hall pa	1.0	1.6828783952071623e-05	0.00010339866345743338
landing bonjour	1.0	1.6828783952071623e-05	0.00021356050568443403
keys handy	1.0	1.6828783952071623e-05	0.000266906488677977
stepped back	1.0	1.6828783952071623e-05	0.00023324892077383375
pain made	1.0	1.6828783952071623e-05	0.0001550984682516244
muscle surged	1.0	1.6828783952071623e-05	0.00023324892077383375
spend sympathizing	1.0	1.6828783952071623e-05	0.00017241774975779243
dog refused	1.0	1.6828783952071623e-05	0.00016593378496554729
eighty sunday	1.0	1.6828783952071623e-05	0.00023324892077383375
beautiful boots	1.0	1.6828783952071623e-05	0.00018875603615576766
separate malignancies	1.0	1.6828783952071623e-05	0.00023324892077383375
laughed aloud	1.0	1.6828783952071623e-05	0.00013876018185364917
woman smiling	1.0	1.6828783952071623e-05	9.426729723558308e-05
twitched convulsively	1.0	1.6828783952071623e-05	0.00023324892077383375
colored section	1.0	1.6828783952071623e-05	0.0001550984682516244
draughty rooms	1.0	1.6828783952071623e-05	0.000266906488677977
splashing youth	1.0	1.6828783952071623e-05	0.000266906488677977
happened lemme	1.0	1.6828783952071623e-05	0.00014235868758945454
felt good	1.0	1.6828783952071623e-05	6.974109555329013e-05
paling photographs	1.0	1.6828783952071623e-05	0.000266906488677977
boundless blue	1.0	1.6828783952071623e-05	0.000266906488677977
long night	1.0	1.6828783952071623e-05	7.058559694882817e-05
white carrara	1.0	1.6828783952071623e-05	7.995253722303988e-05
final separation	1.0	1.6828783952071623e-05	0.00016021452269089103
answer ten	1.0	1.6828783952071623e-05	0.000150470434063952
strange cars	1.0	1.6828783952071623e-05	0.000150470434063952
shopping fritzie	1.0	1.6828783952071623e-05	0.00021356050568443403
consign sinners	1.0	1.6828783952071623e-05	0.00023324892077383375
clotted balls	1.0	1.6828783952071623e-05	0.000266906488677977
settled lost	1.0	1.6828783952071623e-05	0.000150470434063952
give um	1.0	1.6828783952071623e-05	0.0001106055836335583
dim figure	1.0	1.6828783952071623e-05	0.0001995913528696905
great fieldstone	1.0	1.6828783952071623e-05	9.861864915726079e-05
body surface	1.0	1.6828783952071623e-05	9.861864915726079e-05
huge glob	1.0	1.6828783952071623e-05	0.00018875603615576766
walked past	1.0	1.6828783952071623e-05	0.00011681286615980876
stuffed pillows	1.0	1.6828783952071623e-05	0.00023324892077383375
paths travel	1.0	1.6828783952071623e-05	0.00021356050568443403
mingled scent	1.0	1.6828783952071623e-05	0.000266906488677977
leg bending	1.0	1.6828783952071623e-05	0.00018875603615576766
task beckworth	1.0	1.6828783952071623e-05	0.00021356050568443403
lesson capitalism	1.0	1.6828783952071623e-05	0.00023324892077383375
shapeless huddle	1.0	1.6828783952071623e-05	0.00023324892077383375
andrei androfski	1.0	1.6828783952071623e-05	0.00012144090034748117
healed improperly	1.0	1.6828783952071623e-05	0.000266906488677977
kayabashi san	1.0	1.6828783952071623e-05	0.00014624536987614754
lumbered heavily	1.0	1.6828783952071623e-05	0.000266906488677977
unprotected flesh	1.0	1.6828783952071623e-05	0.000266906488677977
trash dumps	1.0	1.6828783952071623e-05	0.000266906488677977
shadows lurked	1.0	1.6828783952071623e-05	0.00021356050568443403
felt close	1.0	1.6828783952071623e-05	6.974109555329013e-05
god expected	1.0	1.6828783952071623e-05	7.995253722303988e-05
children rachel	1.0	1.6828783952071623e-05	0.00011681286615980876
turned insolent	1.0	1.6828783952071623e-05	8.427161423073196e-05
pimplike characters	1.0	1.6828783952071623e-05	0.000266906488677977
sleep sleep	1.0	1.6828783952071623e-05	0.0001550984682516244
ve adjusted	1.0	1.6828783952071623e-05	0.00011258780197200428
feet stevie	1.0	1.6828783952071623e-05	0.00011907176676424945
church carlson	1.0	1.6828783952071623e-05	7.14450460453627e-05
peter walsh	1.0	1.6828783952071623e-05	0.00016021452269089103
pleasant smile	1.0	1.6828783952071623e-05	0.00017990293778029075
grasped tight	1.0	1.6828783952071623e-05	0.00021356050568443403
pow began	1.0	1.6828783952071623e-05	0.000266906488677977
bob hope	1.0	1.6828783952071623e-05	0.000266906488677977
repetition suddenly	1.0	1.6828783952071623e-05	0.000266906488677977
inches high	1.0	1.6828783952071623e-05	0.00023324892077383375
cold water	1.0	1.6828783952071623e-05	0.00013541005316222466
make fun	1.0	1.6828783952071623e-05	7.598644754938843e-05
john lifted	1.0	1.6828783952071623e-05	8.54141988601062e-05
lost prevot	1.0	1.6828783952071623e-05	0.00013541005316222466
stevie yearned	1.0	1.6828783952071623e-05	0.00012655695478674776
bedraggled men	1.0	1.6828783952071623e-05	0.000266906488677977
white linen	1.0	1.6828783952071623e-05	7.995253722303988e-05
man beware	1.0	1.6828783952071623e-05	3.284515414238834e-05
considerable weight	1.0	1.6828783952071623e-05	0.00021356050568443403
intensifying light	1.0	1.6828783952071623e-05	0.000266906488677977
winston stacked	1.0	1.6828783952071623e-05	9.289938688260452e-05
nose mollie	1.0	1.6828783952071623e-05	0.00012655695478674776
slept huddled	1.0	1.6828783952071623e-05	0.000150470434063952
fresh air	1.0	1.6828783952071623e-05	0.00016593378496554729
working people	1.0	1.6828783952071623e-05	0.000150470434063952
street clothes	1.0	1.6828783952071623e-05	0.00010510261394950596
scotty shrugged	1.0	1.6828783952071623e-05	8.65843182825651e-05
boxell looked	1.0	1.6828783952071623e-05	0.0001995913528696905
anne chairs	1.0	1.6828783952071623e-05	0.000266906488677977
crossed wires	1.0	1.6828783952071623e-05	0.00014624536987614754
magdalene john	1.0	1.6828783952071623e-05	0.000266906488677977
distort forms	1.0	1.6828783952071623e-05	0.000266906488677977
shrub glazed	1.0	1.6828783952071623e-05	0.000266906488677977
telephone poles	1.0	1.6828783952071623e-05	0.0001550984682516244
oil paintings	1.0	1.6828783952071623e-05	0.00017241774975779243
silent lunch	1.0	1.6828783952071623e-05	0.00013876018185364917
yards front	1.0	1.6828783952071623e-05	0.0001995913528696905
leg fell	1.0	1.6828783952071623e-05	0.00018875603615576766
boy opened	1.0	1.6828783952071623e-05	9.156895828085307e-05
hostess enquired	1.0	1.6828783952071623e-05	0.00021356050568443403
inert body	1.0	1.6828783952071623e-05	0.00023324892077383375
crummy bastards	1.0	1.6828783952071623e-05	0.00023324892077383375
drunk bully	1.0	1.6828783952071623e-05	0.00016021452269089103
gently mashing	1.0	1.6828783952071623e-05	0.00017241774975779243
jane nodded	1.0	1.6828783952071623e-05	0.0001995913528696905
hard snapping	1.0	1.6828783952071623e-05	0.00014235868758945454
mouths purple	1.0	1.6828783952071623e-05	0.000266906488677977
wild form	1.0	1.6828783952071623e-05	0.00017241774975779243
curdling crowd	1.0	1.6828783952071623e-05	0.000266906488677977
making sighs	1.0	1.6828783952071623e-05	0.00012933243054293143
steeple stood	1.0	1.6828783952071623e-05	0.00016021452269089103
pity flood	1.0	1.6828783952071623e-05	0.00023324892077383375
poltawa belzec	1.0	1.6828783952071623e-05	0.000266906488677977
love nigger	1.0	1.6828783952071623e-05	0.00013227621706140403
man laughing	1.0	1.6828783952071623e-05	3.284515414238834e-05
7 wilkes	1.0	1.6828783952071623e-05	0.0001995913528696905
mrs yamata	1.0	1.6828783952071623e-05	8.65843182825651e-05
immensely popular	1.0	1.6828783952071623e-05	0.000266906488677977
quick free	1.0	1.6828783952071623e-05	0.00014235868758945454
sight adam	1.0	1.6828783952071623e-05	0.00014624536987614754
voice surprisingly	1.0	1.6828783952071623e-05	9.426729723558308e-05
voice dropped	1.0	1.6828783952071623e-05	9.426729723558308e-05
upstairs taking	1.0	1.6828783952071623e-05	0.00014624536987614754
mattathias dover	1.0	1.6828783952071623e-05	0.000266906488677977
gradually worked	1.0	1.6828783952071623e-05	0.00023324892077383375
glory craved	1.0	1.6828783952071623e-05	0.00023324892077383375
news show	1.0	1.6828783952071623e-05	0.00013876018185364917
unchanged quick	1.0	1.6828783952071623e-05	0.00023324892077383375
roman homes	1.0	1.6828783952071623e-05	0.0001995913528696905
ll find	1.0	1.6828783952071623e-05	8.54141988601062e-05
david finished	1.0	1.6828783952071623e-05	0.00014624536987614754
big scapulars	1.0	1.6828783952071623e-05	7.504355178116803e-05
open lightning	1.0	1.6828783952071623e-05	0.00010175248525808141
walk real	1.0	1.6828783952071623e-05	0.00012655695478674776
autumn day	1.0	1.6828783952071623e-05	0.0001995913528696905
contradiction bah	1.0	1.6828783952071623e-05	0.00023324892077383375
missing mines	1.0	1.6828783952071623e-05	0.00018875603615576766
fucken business	1.0	1.6828783952071623e-05	0.00017990293778029075
dives carefully	1.0	1.6828783952071623e-05	0.000266906488677977
angry motion	1.0	1.6828783952071623e-05	0.0001995913528696905
child watson	1.0	1.6828783952071623e-05	0.00011907176676424945
time quickening	1.0	1.6828783952071623e-05	4.1855143143218224e-05
punctured bolster	1.0	1.6828783952071623e-05	0.000266906488677977
andrus muttered	1.0	1.6828783952071623e-05	0.00014624536987614754
hardest years	1.0	1.6828783952071623e-05	0.00023324892077383375
tweed overcoat	1.0	1.6828783952071623e-05	0.00023324892077383375
south side	1.0	1.6828783952071623e-05	0.000150470434063952
clad arms	1.0	1.6828783952071623e-05	0.00023324892077383375
wrong bank	1.0	1.6828783952071623e-05	0.00018875603615576766
knew suddenly	1.0	1.6828783952071623e-05	6.891103078824456e-05
square beneath	1.0	1.6828783952071623e-05	0.00016021452269089103
lawrence listened	1.0	1.6828783952071623e-05	0.0001550984682516244
longer disputable	1.0	1.6828783952071623e-05	0.00014624536987614754
sharp bows	1.0	1.6828783952071623e-05	0.0001550984682516244
wilkes abbot	1.0	1.6828783952071623e-05	0.00021356050568443403
sore haunches	1.0	1.6828783952071623e-05	0.00023324892077383375
celebration lunch	1.0	1.6828783952071623e-05	0.000266906488677977
stall vendors	1.0	1.6828783952071623e-05	0.0001995913528696905
muddy water	1.0	1.6828783952071623e-05	0.00021356050568443403
jessica act	1.0	1.6828783952071623e-05	0.00013541005316222466
dropped mr	1.0	1.6828783952071623e-05	0.00018875603615576766
register resting	1.0	1.6828783952071623e-05	0.00023324892077383375
ana watched	1.0	1.6828783952071623e-05	0.000266906488677977
biscuits cookies	1.0	1.6828783952071623e-05	0.000266906488677977
kahler grinned	1.0	1.6828783952071623e-05	0.00017241774975779243
eye sized	1.0	1.6828783952071623e-05	0.00012933243054293143
blizzard proudly	1.0	1.6828783952071623e-05	0.000266906488677977
anxious movement	1.0	1.6828783952071623e-05	0.00021356050568443403
final set	1.0	1.6828783952071623e-05	0.00016021452269089103
mose giggled	1.0	1.6828783952071623e-05	0.00017990293778029075
lightning lightning	1.0	1.6828783952071623e-05	0.0001995913528696905
jonathan wrote	1.0	1.6828783952071623e-05	0.00017241774975779243
ludie burt	1.0	1.6828783952071623e-05	0.00014235868758945454
eliot sparling	1.0	1.6828783952071623e-05	0.00021356050568443403
centennial church	1.0	1.6828783952071623e-05	0.000266906488677977
foreign eyes	1.0	1.6828783952071623e-05	0.00023324892077383375
rugged features	1.0	1.6828783952071623e-05	0.000266906488677977
peg laughing	1.0	1.6828783952071623e-05	0.000266906488677977
addressed alex	1.0	1.6828783952071623e-05	0.00018875603615576766
christians longed	1.0	1.6828783952071623e-05	0.00021356050568443403
exciting cables	1.0	1.6828783952071623e-05	0.00021356050568443403
pa lumped	1.0	1.6828783952071623e-05	0.00011681286615980876
fabled lover	1.0	1.6828783952071623e-05	0.000266906488677977
refreshed presentable	1.0	1.6828783952071623e-05	0.000266906488677977
brotherhood knitted	1.0	1.6828783952071623e-05	0.000266906488677977
recruiting volunteers	1.0	1.6828783952071623e-05	0.000266906488677977
gesture handed	1.0	1.6828783952071623e-05	0.00017990293778029075
smelling stall	1.0	1.6828783952071623e-05	0.00023324892077383375
approached twelve	1.0	1.6828783952071623e-05	0.00016021452269089103
bodice beneath	1.0	1.6828783952071623e-05	0.000266906488677977
john recognized	1.0	1.6828783952071623e-05	8.54141988601062e-05
cool body	1.0	1.6828783952071623e-05	0.00016593378496554729
